record,Service Request No,original_address_field,st_num_x,st_dir_x,st_name,Location,Created Date,Status Date,Status,Vehicle Make/Model,License Plate Number,Pound assigned inventory number,City X Coordinate,City Y Coordinate,Vehicle Body Style,impound_date,date,X Coordinate,Y Coordinate,iss_dt_tim,st_num_y,st_dir_y,st_nm,st_name_edit,address,lcns_plt_s,viol_cd,viol_desc,rpt_dstrct,vhcl_make,fine_lvl,tckt_que,year,on_route,datetime,penalty
4767,,,,,,,,,,,E192174,,,,,,2/8/2016 0:00,-87.77208,41.88038,2/8/2016 3:21,5902,W,MADISON ST,MADISON ST,5902 W MADISON ST,IL,964060,3-7 AM SNOW ROUTE,15,CHEV,60,Paid,2016,TRUE,2/8/2016 3:21,TICKET - NO TOW
4768,,,,,,,,,,,Q482835,,,,,,12/8/2016 0:00,-87.67562,41.90885,12/8/2016 3:20,1514,N,MILWAUKEE,MILWAUKEE AVE,1514 N MILWAUKEE,IL,964060,3-7 AM SNOW ROUTE,14,CHEV,60,Paid,2016,TRUE,12/8/2016 3:20,TICKET - NO TOW
4769,,,,,,,,,,,42AB298,,,,,,12/1/2016 0:00,-87.687614,41.9167614,12/1/2016 3:54,1946,N,MILWAUKEE,MILWAUKEE AVE,1946 N MILWAUKEE,AL,964060,3-7 AM SNOW ROUTE,14,HOND,60,Define,2016,TRUE,12/1/2016 3:54,TICKET - NO TOW
4770,,,,,,,,,,,Q338794,,,,,,12/8/2016 0:00,-87.7691509,41.880308,12/8/2016 3:14,5720,W,MADISON,MADISON ST,5720 W MADISON,IL,964060,3-7 AM SNOW ROUTE,15,CHEV,60,Notice,2016,TRUE,12/8/2016 3:14,TICKET - NO TOW
4771,,,,,,,,,,,190056,,,,,,12/8/2016 0:00,-87.77013,41.88068,12/8/2016 3:16,5810,W,MADISON,MADISON ST,5810 W MADISON,NE,964060,3-7 AM SNOW ROUTE,15,FLNR,60,Paid,2016,TRUE,12/8/2016 3:16,TICKET - NO TOW
4772,,,,,,,,,,,2417517,,,,,,12/8/2016 0:00,-87.77283,41.87971,12/8/2016 3:23,5925,W,MADISON,MADISON ST,5925 W MADISON,IN,964060,3-7 AM SNOW ROUTE,15,FLNR,60,Paid,2016,TRUE,12/8/2016 3:23,TICKET - NO TOW
4773,,,,,,,,,,,Q584204,,,,,,12/3/2016 0:00,-87.76587,41.89898,12/3/2016 3:10,1012,N,CENTRAL,CENTRAL AVE,1012 N CENTRAL,IL,964060,3-7 AM SNOW ROUTE,15,CHEV,60,Paid,2016,TRUE,12/3/2016 3:10,TICKET - NO TOW
4774,,,,,,,,,,,ZX28489,,,,,,12/3/2016 0:00,-87.76562,41.89235,12/3/2016 3:12,640,N,CENTRAL,CENTRAL AVE,640 N CENTRAL,IL,964060,3-7 AM SNOW ROUTE,15,CHEV,60,Paid,2016,TRUE,12/3/2016 3:12,TICKET - NO TOW
4775,,,,,,,,,,,Q615024,,,,,,12/4/2016 0:00,-87.7645651,41.8758746,12/4/2016 4:23,321,S,CENTRAL,CENTRAL AVE,321 S CENTRAL,IL,964060,3-7 AM SNOW ROUTE,15,OLDS,60,Define,2016,TRUE,12/4/2016 4:23,TICKET - NO TOW
4776,,,,,,,,,,,P922302,,,,,,12/4/2016 0:00,-87.7636769,41.8804049,12/4/2016 4:55,5546,W,MADISON,MADISON ST,5546 W MADISON,IL,964060,3-7 AM SNOW ROUTE,15,FLNR,60,Define,2016,TRUE,12/4/2016 4:55,TICKET - NO TOW
4777,,,,,,,,,,,Q143640,,,,,,12/9/2016 0:00,-87.6744848,42.0128174,12/9/2016 3:00,7211,N,CLARK,CLARK ST,7211 N CLARK,IL,964060,3-7 AM SNOW ROUTE,24,TOYT,60,Notice,2016,TRUE,12/9/2016 3:00,TICKET - NO TOW
4778,,,,,,,,,,,Q0408801,,,,,,12/9/2016 0:00,-87.67201,42.00323,12/9/2016 3:15,6653,N,CLARK,CLARK ST,6653 N CLARK,IL,964060,3-7 AM SNOW ROUTE,24,HOND,60,Define,2016,TRUE,12/9/2016 3:15,TICKET - NO TOW
4779,,,,,,,,,,,CEX5509,,,,,,12/8/2016 0:00,-87.6303972,41.903793,12/8/2016 3:04,45,W,DIVISION,DIVISION ST,45 W DIVISION,GA,964060,3-7 AM SNOW ROUTE,18,TOYT,60,Paid,2016,TRUE,12/8/2016 3:04,TICKET - NO TOW
4780,,,,,,,,,,,N721723,,,,,,12/8/2016 0:00,-87.6303446,41.9040633,12/8/2016 3:08,44,W,DIVISION,DIVISION ST,44 W DIVISION,IL,964060,3-7 AM SNOW ROUTE,18,NISS,60,Paid,2016,TRUE,12/8/2016 3:08,TICKET - NO TOW
4781,,,,,,,,,,,136875,,,,,,12/7/2016 0:00,-87.76745,41.95666,12/7/2016 3:10,4158,N,CENTRAL,CENTRAL AVE,4158 N CENTRAL,IL,964060,3-7 AM SNOW ROUTE,16,CHEV,60,Paid,2016,TRUE,12/7/2016 3:10,TICKET - NO TOW
4782,,,,,,,,,,,Y993198,,,,,,12/7/2016 0:00,-87.76705,41.94468,12/7/2016 3:26,3518,N,CENTRAL,CENTRAL AVE,3518 N CENTRAL,IL,964060,3-7 AM SNOW ROUTE,16,SATR,60,Paid,2016,TRUE,12/7/2016 3:26,TICKET - NO TOW
4783,,,,,,,,,,,R603756,,,,,,12/7/2016 0:00,-87.75806,41.96533,12/7/2016 3:51,4645,N,MILWAUKEE,MILWAUKEE AVE,4645 N MILWAUKEE,IL,964060,3-7 AM SNOW ROUTE,16,MAZD,60,Define,2016,TRUE,12/7/2016 3:51,TICKET - NO TOW
4784,,,,,,,,,,,AE05095,,,,,,12/7/2016 0:00,-87.7032349,41.7775587,12/7/2016 3:08,6344,S,KEDZIE,KEDZIE AVE,6344 S KEDZIE,IL,964060,3-7 AM SNOW ROUTE,8,FORD,60,Define,2016,TRUE,12/7/2016 3:08,TICKET - NO TOW
4785,,,,,,,,,,,Q704396,,,,,,12/4/2016 0:00,-87.70571,41.85602,12/4/2016 3:02,1858,S,KEDZIE,KEDZIE AVE,1858 S KEDZIE,IL,964060,3-7 AM SNOW ROUTE,10,DODG,60,Notice,2016,TRUE,12/4/2016 3:02,TICKET - NO TOW
4786,,,,,,,,,,,E650202,,,,,,12/4/2016 0:00,-87.70542,41.84614,12/4/2016 3:10,2502,S,KEDZIE,KEDZIE AVE,2502 S KEDZIE,IL,964060,3-7 AM SNOW ROUTE,10,CHEV,60,Paid,2016,TRUE,12/4/2016 3:10,TICKET - NO TOW
4787,,,,,,,,,,,Z296759,,,,,,12/4/2016 0:00,-87.7052572,41.846054,12/4/2016 3:12,2504,S,KEDZIE,KEDZIE AVE,2504 S KEDZIE,IL,964060,3-7 AM SNOW ROUTE,10,KIA,60,Paid,2016,TRUE,12/4/2016 3:12,TICKET - NO TOW
4788,,,,,,,,,,,E190878,,,,,,12/4/2016 0:00,-87.70542,41.84603,12/4/2016 3:13,2506,S,KEDZIE,KEDZIE AVE,2506 S KEDZIE,IL,964060,3-7 AM SNOW ROUTE,10,NISS,60,Paid,2016,TRUE,12/4/2016 3:13,TICKET - NO TOW
4789,,,,,,,,,,,AZIMY,,,,,,12/7/2016 0:00,-87.6270515,41.8625972,12/7/2016 3:43,1437,S,STATE ST,STATE ST,1437 S STATE ST,IN,964060,3-7 AM SNOW ROUTE,1,TOYT,60,Define,2016,TRUE,12/7/2016 3:43,TICKET - NO TOW
4790,,,,,,,,,,,Z591614,,,,,,12/7/2016 0:00,-87.70311,41.79075,12/7/2016 5:17,5631,S,KEDZIE AVE,KEDZIE AVE,5631 S KEDZIE AVE,IL,964060,3-7 AM SNOW ROUTE,8,JEEP,60,Paid,2016,TRUE,12/7/2016 5:17,TICKET - NO TOW
4791,,,,,,,,,,,4544226,,,,,,12/8/2016 0:00,-87.66468,41.99838,12/8/2016 3:02,1338,W,DEVON,DEVON AVE,1338 W DEVON,IL,964060,3-7 AM SNOW ROUTE,24,FORD,60,Paid,2016,TRUE,12/8/2016 3:02,TICKET - NO TOW
4792,,,,,,,,,,,V397695,,,,,,12/8/2016 0:00,-87.6664474,41.9982549,12/8/2016 3:06,1422,W,DEVON,DEVON AVE,1422 W DEVON,IL,964060,3-7 AM SNOW ROUTE,24,DODG,60,Paid,2016,TRUE,12/8/2016 3:06,TICKET - NO TOW
4793,,,,,,,,,,,Q812449,,,,,,12/8/2016 0:00,-87.6711693,42.0003278,12/8/2016 3:10,6511,N,CLARK,CLARK ST,6511 N CLARK,IL,964060,3-7 AM SNOW ROUTE,24,NISS,60,Paid,2016,TRUE,12/8/2016 3:10,TICKET - NO TOW
4794,,,,,,,,,,,Z788046,,,,,,12/8/2016 0:00,-87.66926,41.99785,12/8/2016 3:01,1535,W,DEVON,DEVON AVE,1535 W DEVON,IL,964060,3-7 AM SNOW ROUTE,24,JEEP,60,Paid,2016,TRUE,12/8/2016 3:01,TICKET - NO TOW
4795,,,,,,,,,,,X565747,,,,,,12/8/2016 0:00,-87.6664149,41.9982549,12/8/2016 3:04,1420,W,DEVON,DEVON AVE,1420 W DEVON,IL,964060,3-7 AM SNOW ROUTE,24,MAZD,60,Paid,2016,TRUE,12/8/2016 3:04,TICKET - NO TOW
4796,,,,,,,,,,,K645225,,,,,,12/8/2016 0:00,-87.66712,41.9982549,12/8/2016 3:08,1436,W,DEVON,DEVON AVE,1436 W DEVON,IL,964060,3-7 AM SNOW ROUTE,24,TOYT,60,Paid,2016,TRUE,12/8/2016 3:08,TICKET - NO TOW
4797,,,,,,,,,,,N731564,,,,,,12/8/2016 0:00,-87.6304299,41.9037928,12/8/2016 3:02,47,W,DIVISION,DIVISION ST,47 W DIVISION,IL,964060,3-7 AM SNOW ROUTE,18,JEEP,60,Notice,2016,TRUE,12/8/2016 3:02,TICKET - NO TOW
4798,,,,,,,,,,,DHS9IP,,,,,,12/8/2016 0:00,-87.6303793,41.904063,12/8/2016 3:06,46,W,DIVISION,DIVISION ST,46 W DIVISION,IL,964060,3-7 AM SNOW ROUTE,18,HUMM,60,Define,2016,TRUE,12/8/2016 3:06,TICKET - NO TOW
4799,,,,,,,,,,,R555078,,,,,,12/8/2016 0:00,-87.6303446,41.9040633,12/8/2016 3:09,44,W,DIVISION,DIVISION ST,44 W DIVISION,IL,964060,3-7 AM SNOW ROUTE,18,KIA,60,Notice,2016,TRUE,12/8/2016 3:09,TICKET - NO TOW
4800,,,,,,,,,,,R543837,,,,,,12/8/2016 0:00,-87.6305526,41.9040615,12/8/2016 3:13,56,W,DIVISION,DIVISION ST,56 W DIVISION,IL,964060,3-7 AM SNOW ROUTE,18,GMC,60,Paid,2016,TRUE,12/8/2016 3:13,TICKET - NO TOW
4801,,,,,,,,,,,E362496,,,,,,12/9/2016 0:00,-87.6338082,41.9037011,12/9/2016 3:07,157,W,DIVISION,DIVISION ST,157 W DIVISION,IL,964060,3-7 AM SNOW ROUTE,18,CHEV,60,Define,2016,TRUE,12/9/2016 3:07,TICKET - NO TOW
4802,,,,,,,,,,,Y704299,,,,,,12/9/2016 0:00,-87.6443357,41.9035651,12/9/2016 3:18,625,W,DIVISION,DIVISION ST,625 W DIVISION,IL,964060,3-7 AM SNOW ROUTE,18,TOYT,60,Paid,2016,TRUE,12/9/2016 3:18,TICKET - NO TOW
4803,,,,,,,,,,,AAP4027,,,,,,12/7/2016 0:00,-87.6445733,41.9035651,12/7/2016 3:21,635,W,DIVISION,DIVISION ST,635 W DIVISION,WA,964060,3-7 AM SNOW ROUTE,18,SUBA,60,Notice,2016,TRUE,12/7/2016 3:21,TICKET - NO TOW
4804,,,,,,,,,,,Q995557,,,,,,12/9/2016 0:00,-87.62708,41.86855,12/9/2016 3:17,1111,S,STATE ST,STATE ST,1111 S STATE ST,IL,964060,3-7 AM SNOW ROUTE,1,CHEV,60,Paid,2016,TRUE,12/9/2016 3:17,TICKET - NO TOW
4805,,,,,,,,,,,Q623423,,,,,,12/9/2016 0:00,-87.62708,41.86855,12/9/2016 3:17,1111,S,STATE ST,STATE ST,1111 S STATE ST,IL,964060,3-7 AM SNOW ROUTE,1,TOYT,60,Paid,2016,TRUE,12/9/2016 3:17,TICKET - NO TOW
4806,,,,,,,,,,,Q256606,,,,,,12/9/2016 0:00,-87.6272053,41.8688446,12/9/2016 3:18,1109,S,STATE ST,STATE ST,1109 S STATE ST,IL,964060,3-7 AM SNOW ROUTE,1,CHEV,60,Notice,2016,TRUE,12/9/2016 3:18,TICKET - NO TOW
4807,,,,,,,,,,,DDZ9581,,,,,,12/9/2016 0:00,-87.627206,41.8688982,12/9/2016 3:20,1107,S,STATE ST,STATE ST,1107 S STATE ST,MI,964060,3-7 AM SNOW ROUTE,1,MERZ,60,Paid,2016,TRUE,12/9/2016 3:20,TICKET - NO TOW
4808,,,,,,,,,,,R648015,,,,,,12/9/2016 0:00,-87.6270399,41.86987,12/9/2016 3:22,1001,S,STATE ST,STATE ST,1001 S STATE ST,IL,964060,3-7 AM SNOW ROUTE,1,NISS,60,Paid,2016,TRUE,12/9/2016 3:22,TICKET - NO TOW
4809,,,,,,,,,,,Q429562,,,,,,12/7/2016 0:00,-87.6272651,41.8711048,12/7/2016 3:26,851,S,STATE ST,STATE ST,851 S STATE ST,IL,964060,3-7 AM SNOW ROUTE,1,BMW,60,Paid,2016,TRUE,12/7/2016 3:26,TICKET - NO TOW
4810,,,,,,,,,,,Y711217,,,,,,12/9/2016 0:00,-87.62761,41.86143,12/9/2016 3:40,1514,S,STATE ST,STATE ST,1514 S STATE ST,IL,964060,3-7 AM SNOW ROUTE,1,FORD,60,Paid,2016,TRUE,12/9/2016 3:40,TICKET - NO TOW
4811,,,,,,,,,,,GHBP,,,,,,12/8/2016 0:00,-87.6272751,41.8716491,12/8/2016 3:26,811,S,STATE,STATE ST,811 S STATE,OR,964060,3-7 AM SNOW ROUTE,1,KIA,60,Notice,2016,TRUE,12/8/2016 3:26,TICKET - NO TOW
4812,,,,,,,,,,,R165186,,,,,,12/8/2016 0:00,-87.62689,41.86162,12/8/2016 3:38,1511,S,STATE,STATE ST,1511 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,INFI,60,Paid,2016,TRUE,12/8/2016 3:38,TICKET - NO TOW
4813,,,,,,,,,,,Z264819,,,,,,12/3/2016 0:00,-87.7253351,41.7492435,12/3/2016 3:13,4147,W,79,79TH ST,4147 W 79,IL,964060,3-7 AM SNOW ROUTE,8,LEXU,60,Define,2016,TRUE,12/3/2016 3:13,TICKET - NO TOW
4814,,,,,,,,,,,1961809,,,,,,12/8/2016 0:00,-87.7031,41.7906199,12/8/2016 7:44,5637,S,KEDZIE,KEDZIE AVE,5637 S KEDZIE,IL,964060,3-7 AM SNOW ROUTE,8,FORD,60,Define,2016,TRUE,12/8/2016 7:44,TICKET - NO TOW
4815,,,,,,,,,,,Z897025,,,,,,12/10/2016 0:00,-87.62711,41.87277,12/10/2016 3:02,715,S,STATE,STATE ST,715 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,NISS,60,Notice,2016,TRUE,12/10/2016 3:02,TICKET - NO TOW
4816,,,,,,,,,,,Q775603,,,,,,12/10/2016 0:00,-87.6272751,41.8716401,12/10/2016 3:04,821,S,STATE,STATE ST,821 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,NISS,60,Define,2016,TRUE,12/10/2016 3:04,TICKET - NO TOW
4817,,,,,,,,,,,R624328,,,,,,12/10/2016 0:00,-87.6271543,41.866574,12/10/2016 3:05,1235,S,STATE,STATE ST,1235 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,LEXU,60,Paid,2016,TRUE,12/10/2016 3:05,TICKET - NO TOW
4818,,,,,,,,,,,K387136,,,,,,12/11/2016 0:00,-87.6263369,41.8127564,12/11/2016 3:02,4506,S,STATE,STATE ST,4506 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,JEEP,60,Define,2016,TRUE,12/11/2016 3:02,TICKET - NO TOW
4819,,,,,,,,,,,Y601198,,,,,,12/9/2016 0:00,-87.7085534,41.9787701,12/9/2016 3:58,5359,N,KEDZIE,KEDZIE AVE,5359 N KEDZIE,IL,964060,3-7 AM SNOW ROUTE,17,TOYT,60,Paid,2016,TRUE,12/9/2016 3:58,TICKET - NO TOW
4820,,,,,,,,,,,87073FF,,,,,,12/1/2016 0:00,-87.7091,41.9797,12/1/2016 4:02,5406,N,KEDZIE,KEDZIE AVE,5406 N KEDZIE,IL,964060,3-7 AM SNOW ROUTE,17,GMC,60,Paid,2016,TRUE,12/1/2016 4:02,TICKET - NO TOW
4821,,,,,,,,,,,392ZFZ,,,,,,12/9/2016 0:00,-87.7089203,41.9791529,12/9/2016 4:05,5344,N,KEDZIE,KEDZIE AVE,5344 N KEDZIE,WI,964060,3-7 AM SNOW ROUTE,17,TOYT,60,Notice,2016,TRUE,12/9/2016 4:05,TICKET - NO TOW
4822,,,,,,,,,,,GIJ46,,,,,,12/9/2016 0:00,-87.7007299,41.92531,12/9/2016 3:12,2415,N,MILWAUKEE,MILWAUKEE AVE,2415 N MILWAUKEE,IL,964060,3-7 AM SNOW ROUTE,14,TOYT,60,Paid,2016,TRUE,12/9/2016 3:12,TICKET - NO TOW
4823,,,,,,,,,,,S217492,,,,,,12/9/2016 0:00,-87.70424,41.92744,12/9/2016 3:16,2529,N,MILWAUKEE,MILWAUKEE AVE,2529 N MILWAUKEE,IL,964060,3-7 AM SNOW ROUTE,14,KIA,60,Notice,2016,TRUE,12/9/2016 3:16,TICKET - NO TOW
4824,,,,,,,,,,,A854036,,,,,,12/9/2016 0:00,-87.7045997,41.927175,12/9/2016 3:20,2538,N,MILWAUKEE,MILWAUKEE AVE,2538 N MILWAUKEE,IL,964060,3-7 AM SNOW ROUTE,14,CHEV,60,Paid,2016,TRUE,12/9/2016 3:20,TICKET - NO TOW
4825,,,,,,,,,,,P450729,,,,,,12/10/2016 0:00,-87.6939,41.92113,12/10/2016 3:10,2201,N,MILWAUKEE,MILWAUKEE AVE,2201 N MILWAUKEE,IL,964060,3-7 AM SNOW ROUTE,14,TOYT,60,Paid,2016,TRUE,12/10/2016 3:10,TICKET - NO TOW
4826,,,,,,,,,,,Z179275,,,,,,12/8/2016 0:00,-87.6785699,41.91076,12/8/2016 3:17,1624,N,MILWAUKEE,MILWAUKEE AVE,1624 N MILWAUKEE,IL,964060,3-7 AM SNOW ROUTE,14,BUIC,60,Notice,2016,TRUE,12/8/2016 3:17,TICKET - NO TOW
4827,,,,,,,,,,,Z857382,,,,,,12/8/2016 0:00,-87.686,41.91561,12/8/2016 3:20,1890,N,MILWAUKEE,MILWAUKEE AVE,1890 N MILWAUKEE,IL,964060,3-7 AM SNOW ROUTE,14,HOND,60,Paid,2016,TRUE,12/8/2016 3:20,TICKET - NO TOW
4828,,,,,,,,,,,Q684144,,,,,,12/8/2016 0:00,-87.6790063,41.9112008,12/8/2016 3:16,1648,N,MILWAUKEE,MILWAUKEE AVE,1648 N MILWAUKEE,IL,964060,3-7 AM SNOW ROUTE,14,AUDI,60,Paid,2016,TRUE,12/8/2016 3:16,TICKET - NO TOW
4829,,,,,,,,,,,Z930995,,,,,,12/9/2016 0:00,-87.6956461,41.9220092,12/9/2016 3:05,2255,N,MILWAUKEE,MILWAUKEE AVE,2255 N MILWAUKEE,IL,964060,3-7 AM SNOW ROUTE,14,BMW,60,Paid,2016,TRUE,12/9/2016 3:05,TICKET - NO TOW
4830,,,,,,,,,,,H978757,,,,,,12/9/2016 0:00,-87.7047,41.9277,12/9/2016 3:18,2545,N,MILWAUKEE,MILWAUKEE AVE,2545 N MILWAUKEE,IL,964060,3-7 AM SNOW ROUTE,14,JEEP,60,Paid,2016,TRUE,12/9/2016 3:18,TICKET - NO TOW
4831,,,,,,,,,,,Q236071,,,,,,12/10/2016 0:00,-87.7034614,41.9268232,12/10/2016 3:24,2503,N,MILWAUKEE,MILWAUKEE AVE,2503 N MILWAUKEE,IL,964060,3-7 AM SNOW ROUTE,14,MAZD,60,Paid,2016,TRUE,12/10/2016 3:24,TICKET - NO TOW
4832,,,,,,,,,,,Q972339,,,,,,12/10/2016 0:00,-87.70359,41.9271,12/10/2016 3:25,2507,N,MILWAUKEE,MILWAUKEE AVE,2507 N MILWAUKEE,IL,964060,3-7 AM SNOW ROUTE,14,TOYT,60,Paid,2016,TRUE,12/10/2016 3:25,TICKET - NO TOW
4833,,,,,,,,,,,S150758,,,,,,12/10/2016 0:00,-87.70363,41.92709,12/10/2016 3:26,2509,N,MILWAUKEE,MILWAUKEE AVE,2509 N MILWAUKEE,IL,964060,3-7 AM SNOW ROUTE,14,TOYT,60,Paid,2016,TRUE,12/10/2016 3:26,TICKET - NO TOW
4834,,,,,,,,,,,A907362,,,,,,12/10/2016 0:00,-87.70405,41.9273499,12/10/2016 3:31,2523,N,MILWAUKEE,MILWAUKEE AVE,2523 N MILWAUKEE,IL,964060,3-7 AM SNOW ROUTE,14,JEEP,60,Paid,2016,TRUE,12/10/2016 3:31,TICKET - NO TOW
4835,,,,,,,,,,,Q787374,,,,,,12/10/2016 0:00,-87.704162,41.9272445,12/10/2016 3:40,2525,N,MILWAUKEE,MILWAUKEE AVE,2525 N MILWAUKEE,IL,964060,3-7 AM SNOW ROUTE,14,MAZD,60,Paid,2016,TRUE,12/10/2016 3:40,TICKET - NO TOW
4836,,,,,,,,,,,E607889,,,,,,12/10/2016 0:00,-87.7050299,41.92731,12/10/2016 3:35,2544,N,MILWAUKEE,MILWAUKEE AVE,2544 N MILWAUKEE,IL,964060,3-7 AM SNOW ROUTE,14,HYUN,60,Notice,2016,TRUE,12/10/2016 3:35,TICKET - NO TOW
4837,,,,,,,,,,,Z783089,,,,,,12/10/2016 0:00,-87.7045997,41.927175,12/10/2016 3:39,2538,N,MILWAUKEE,MILWAUKEE AVE,2538 N MILWAUKEE,IL,964060,3-7 AM SNOW ROUTE,14,HOND,60,Paid,2016,TRUE,12/10/2016 3:39,TICKET - NO TOW
4838,,,,,,,,,,,L389083,,,,,,12/10/2016 0:00,-87.6841097,41.9145055,12/10/2016 3:47,1828,N,MILWAUKEE,MILWAUKEE AVE,1828 N MILWAUKEE,IL,964060,3-7 AM SNOW ROUTE,14,AUDI,60,Paid,2016,TRUE,12/10/2016 3:47,TICKET - NO TOW
4839,,,,,,,,,,,DFY1727,,,,,,12/7/2016 0:00,-87.68736,41.97618,12/7/2016 3:12,2310,W,FOSTER,FOSTER AVE,2310 W FOSTER,TX,964060,3-7 AM SNOW ROUTE,20,LEXU,60,Paid,2016,TRUE,12/7/2016 3:12,TICKET - NO TOW
4840,,,,,,,,,,,E411697,,,,,,12/7/2016 0:00,-87.68735,41.97567,12/7/2016 3:15,2315,W,FOSTER,FOSTER AVE,2315 W FOSTER,IL,964060,3-7 AM SNOW ROUTE,20,MERC,60,Notice,2016,TRUE,12/7/2016 3:15,TICKET - NO TOW
4841,,,,,,,,,,,75UZ170,,,,,,12/11/2016 0:00,-87.641408,41.8817251,12/11/2016 3:04,551,W,MADISON,MADISON ST,551 W MADISON,CA,964060,3-7 AM SNOW ROUTE,1,ACUR,60,Paid,2016,TRUE,12/11/2016 3:04,TICKET - NO TOW
4842,,,,,,,,,,,E338728,,,,,,12/8/2016 0:00,-87.66265,41.99794,12/8/2016 3:03,1249,W,DEVON,DEVON AVE,1249 W DEVON,IL,964060,3-7 AM SNOW ROUTE,24,MAZD,60,Paid,2016,TRUE,12/8/2016 3:03,TICKET - NO TOW
4843,,,,,,,,,,,5962045,,,,,,12/1/2016 0:00,-87.6752082,41.9762449,12/1/2016 3:03,1820,W,FOSTER,FOSTER AVE,1820 W FOSTER,IL,964060,3-7 AM SNOW ROUTE,20,HYUN,60,Paid,2016,TRUE,12/1/2016 3:03,TICKET - NO TOW
4844,,,,,,,,,,,Z134236,,,,,,12/7/2016 0:00,-87.68724,41.97618,12/7/2016 3:10,2308,W,FOSTER,FOSTER AVE,2308 W FOSTER,IL,964060,3-7 AM SNOW ROUTE,20,LEXU,60,Paid,2016,TRUE,12/7/2016 3:10,TICKET - NO TOW
4845,,,,,,,,,,,6722592,,,,,,12/10/2016 0:00,-87.6250049,41.7630501,12/10/2016 3:03,7222,S,STATE ST,STATE ST,7222 S STATE ST,IL,964060,3-7 AM SNOW ROUTE,1,HOND,60,Paid,2016,TRUE,12/10/2016 3:03,TICKET - NO TOW
4846,,,,,,,,,,,P942254,,,,,,12/10/2016 0:00,-87.62761,41.86159,12/10/2016 3:08,1510,S,STATE ST,STATE ST,1510 S STATE ST,IL,964060,3-7 AM SNOW ROUTE,1,BUIC,60,Paid,2016,TRUE,12/10/2016 3:08,TICKET - NO TOW
4847,,,,,,,,,,,665WBV,,,,,,12/10/2016 0:00,-87.6275,41.8572,12/10/2016 3:31,1812,S,STATE ST,STATE ST,1812 S STATE ST,WI,964060,3-7 AM SNOW ROUTE,1,JEEP,60,Define,2016,TRUE,12/10/2016 3:31,TICKET - NO TOW
4848,,,,,,,,,,,11184T,,,,,,12/10/2016 0:00,-87.63997,41.8817251,12/10/2016 3:20,503,W,MADISON,MADISON ST,503 W MADISON,IL,964060,3-7 AM SNOW ROUTE,1,CHEV,60,Define,2016,TRUE,12/10/2016 3:20,TICKET - NO TOW
4849,,,,,,,,,,,1535968,,,,,,12/10/2016 0:00,-87.6401699,41.8817251,12/10/2016 3:25,511,W,MADISON,MADISON ST,511 W MADISON,IL,964060,3-7 AM SNOW ROUTE,1,CHEV,60,Define,2016,TRUE,12/10/2016 3:25,TICKET - NO TOW
4850,,,,,,,,,,,S436173,,,,,,12/10/2016 0:00,-87.6415191,41.8817235,12/10/2016 3:30,555,W,MADISON,MADISON ST,555 W MADISON,IL,964060,3-7 AM SNOW ROUTE,1,BMW,60,Notice,2016,TRUE,12/10/2016 3:30,TICKET - NO TOW
4851,,,,,,,,,,,338ZCJ,,,,,,12/1/2016 0:00,-87.6744751,42.0124544,12/1/2016 4:07,7133,N,CLARK,CLARK ST,7133 N CLARK,WI,964060,3-7 AM SNOW ROUTE,24,TOYT,60,Notice,2016,TRUE,12/1/2016 4:07,TICKET - NO TOW
4852,,,,,,,,,,,Z261578,,,,,,12/9/2016 0:00,-87.6744912,42.0106413,12/9/2016 3:02,7054,N,CLARK,CLARK ST,7054 N CLARK,IL,964060,3-7 AM SNOW ROUTE,24,TOYT,60,Notice,2016,TRUE,12/9/2016 3:02,TICKET - NO TOW
4853,,,,,,,,,,,Q124137,,,,,,12/1/2016 0:00,-87.6277392,41.8715309,12/1/2016 3:21,812,S,STATE ST,STATE ST,812 S STATE ST,IL,964060,3-7 AM SNOW ROUTE,1,DODG,60,Paid,2016,TRUE,12/1/2016 3:21,TICKET - NO TOW
4854,,,,,,,,,,,4350TX,,,,,,12/6/2016 0:00,-87.7089166,41.9787897,12/6/2016 4:35,5358,N,KEDZIE,KEDZIE AVE,5358 N KEDZIE,IL,964060,3-7 AM SNOW ROUTE,17,TOYT,60,Court,2016,TRUE,12/6/2016 4:35,TICKET - NO TOW
4855,,,,,,,,,,,Q717130,,,,,,12/8/2016 0:00,-87.6304833,41.9040621,12/8/2016 3:11,52,W,DIVISION,DIVISION ST,52 W DIVISION,IL,964060,3-7 AM SNOW ROUTE,18,INFI,60,Notice,2016,TRUE,12/8/2016 3:11,TICKET - NO TOW
4856,,,,,,,,,,,Q777714,,,,,,12/4/2016 0:00,-87.68031,41.97627,12/4/2016 3:41,2014,W,FOSTER,FOSTER AVE,2014 W FOSTER,IL,964060,3-7 AM SNOW ROUTE,20,SUBA,60,Paid,2016,TRUE,12/4/2016 3:41,TICKET - NO TOW
